Stace_4_Species,Plantlist,taxon name,Ploidy,Chromosome_number,Base,AnnPer,ddb id,qualifier,authority,vernacular,accepted name,accepted authority,accepted entity id,verification,taxonContext,canonical,brcConcept,tvk,rank,hybrid,bsbiStatus,Atlas 2000 status,genus,family,childtaxa,childtaxaauth,GB status,IE status,CI status,url,
Papaver somniferum,Papaver somniferum,Papaver somniferum,2,22,11,A,2cd4p9h.yzf,,L.,Opium Poppy,,,,confirmed,b,Papaver somniferum,Vas_1431,NBNSYS0000002769,species,,A,Ar,Papaver,Papaveraceae,Papaver somniferum subsp. somniferum;Papaver somniferum subsp. setigerum;Papaver somniferum 'Black Peony';Papaver somniferum 'Pink Chiffon';Papaver somniferum 'Paeoniflorum';Papaver somniferum 'Laciniatum',Papaver somniferum subsp. somniferum L.;Papaver somniferum subsp. setigerum (DC.) Arcang.;Papaver somniferum 'Black Peony';Papaver somniferum 'Pink Chiffon';Papaver somniferum 'Paeoniflorum';Papaver somniferum 'Laciniatum',archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.yzf&class=TaxonInstance,
Parapholis incurva,Parapholis incurva,Parapholis incurva,,,,A,2cd4p9h.92g,,(L.) C.E.Hubb.,Curved Hard-grass,,,,confirmed,b,Parapholis incurva,Vas_1432,NHMSYS0000461501,species,,N,N,Parapholis,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.92g&class=TaxonInstance,
Parapholis strigosa,Parapholis strigosa,Parapholis strigosa,,,,A,2cd4p9h.5fs,,(Dumort.) C.E.Hubb.,Hard-grass,,,,confirmed,b,Parapholis strigosa,Vas_1433,NHMSYS0000461503,species,,N,N,Parapholis,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5fs&class=TaxonInstance,
Parentucellia viscosa,Parentucellia viscosa,Parentucellia viscosa,2,48,24,A,2cd4p9h.5g3,,(L.) Caruel,Yellow Bartsia,,,,unchecked,b,Parentucellia viscosa,Vas_1434,NBNSYS0000004167,species,,N,N,Parentucellia,Orobanchaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5g3&class=TaxonInstance,
Parietaria judaica,Parietaria judaica,Parietaria judaica,,,,P,2cd4p9h.vq4,,L.,Pellitory-of-the-wall,,,,unchecked,b,Parietaria judaica,Vas_1435,NBNSYS0000003804,species,,N,N,Parietaria,Urticaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.vq4&class=TaxonInstance,
Paris quadrifolia,Paris quadrifolia,Paris quadrifolia,4,20,5,P,2cd4p9h.fvy,,L.,Herb-paris,,,,confirmed,b,Paris quadrifolia,Vas_1436,NBNSYS0000002190,species,,N,N,Paris,Melanthiaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fvy&class=TaxonInstance,
Parnassia palustris,Parnassia palustris,Parnassia palustris,,,,P,2cd4p9h.cc0,,L.,Grass-of-Parnassus,,,,unchecked,b,Parnassia palustris,Vas_1437,NBNSYS0000003512,species,,N,N,Parnassia,Celastraceae,Parnassia palustris var. condensata;Parnassia palustris var. palustris,Parnassia palustris var. condensata Travis & Wheldon;Parnassia palustris var. palustris L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.cc0&class=TaxonInstance,
Pastinaca sativa,Pastinaca sativa,Pastinaca sativa,2,22,11,B,2cd4p9h.xsn,,L.,Wild Parsnip,,,,unchecked,b,Pastinaca sativa,Vas_1440,NBNSYS0000003709,species,,N,N,Pastinaca,Apiaceae,Pastinaca sativa subsp. urens;Pastinaca sativa subsp. sativa;Pastinaca sativa subsp. sylvestris,Pastinaca sativa subsp. urens (Req. ex Godr.) Čelak.;Pastinaca sativa subsp. sativa L.;Pastinaca sativa subsp. sylvestris (Mill.) Rouy & E.G.Camus,native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.xsn&class=TaxonInstance,
Pedicularis palustris,Pedicularis palustris,Pedicularis palustris,2,16,8,B,2cd4p9h.ccc,,L.,Marsh Lousewort,,,,unchecked,b,Pedicularis palustris,Vas_1441,NBNSYS0000004130,species,,N,N,Pedicularis,Orobanchaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.ccc&class=TaxonInstance,
Pedicularis sylvatica,Pedicularis sylvatica,Pedicularis sylvatica,2,16,8,P,2cd4p9h.fw2,,L.,Lousewort,,,,unchecked,b,Pedicularis sylvatica,Vas_1442,NBNSYS0000004131,species,,N,N,Pedicularis,Orobanchaceae,Pedicularis sylvatica subsp. sylvatica;Pedicularis sylvatica subsp. hibernica;Pedicularis sylvatica white flowered,Pedicularis sylvatica subsp. sylvatica L.;Pedicularis sylvatica subsp. hibernica D.A.Webb;Pedicularis sylvatica L. white flowered,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fw2&class=TaxonInstance,
Persicaria amphibia,Persicaria amphibia,Persicaria amphibia,8,88,11,P,2cd4p9h.vqs,,(L.) Delarbre,Amphibious Bistort,,,,unchecked,b,Persicaria amphibia,Vas_1521,NHMSYS0000461597,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.vqs&class=TaxonInstance,
Bistorta officinalis,Persicaria bistorta,Persicaria bistorta,,,,P,2cd4p9h.fkm,,(L.) Samp.,Common Bistort,,,,unchecked,b,Persicaria bistorta,Vas_1525,NBNSYS0000003750,species,,N,N,Persicaria,Polygonaceae,Persicaria bistorta 'Superba',Persicaria bistorta 'Superba',native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fkm&class=TaxonInstance,
Persicaria hydropiper,Persicaria hydropiper,Persicaria hydropiper,2,20,10,A,2cd4p9h.5hh,,(L.) Delarbre,Water-pepper,,,,unchecked,b,Persicaria hydropiper,Vas_1530,NHMSYS0000461603,species,,N,N,Persicaria,Polygonaceae,Persicaria hydropiper var. hydropiper;Persicaria hydropiper var. densiflora,Persicaria hydropiper var. hydropiper (L.) Delarbre;Persicaria hydropiper var. densiflora,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5hh&class=TaxonInstance,
Persicaria lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia,2,22,11,A,2cd4p9h.5hk,,(L.) Delarbre,Pale Persicaria,,,,unchecked,b,Persicaria lapathifolia,Vas_1531,NHMSYS0000461604,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5hk&class=TaxonInstance,
Persicaria maculosa,Persicaria maculosa,Persicaria maculosa,4,44,11,A,2cd4p9h.vr3,,Gray,Redshank,,,,unchecked,b,Persicaria maculosa,Vas_1537,NBNSYS0000003753,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.vr3&class=TaxonInstance,
Persicaria minor,Persicaria minor,Persicaria minor,4,40,10,A,2cd4p9h.5ht,,(Huds.) Opiz,Small Water-pepper,,,,unchecked,b,Persicaria minor,Vas_1534,NHMSYS0000461606,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5ht&class=TaxonInstance,
Persicaria mitis,Persicaria mitis,Persicaria mitis,4,40,10,A,2cd4p9h.fkp,,(Schrank) Assenov,Tasteless Water-pepper,,,,unchecked,b,Persicaria mitis,Vas_1535,NHMSYS0000461607,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fkp&class=TaxonInstance,
Bistorta vivipara,Persicaria vivipara,Persicaria vivipara,,,,P,2cd4p9h.fks,,(L.) Ronse Decr.,Alpine Bistort,,,,unchecked,b,Persicaria vivipara,Vas_1543,NHMSYS0000461615,species,,N,N,Persicaria,Polygonaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fks&class=TaxonInstance,
Petasites hybridus,Petasites hybridus,Petasites hybridus,2,60,30,P,2cd4p9h.yzx,,"(L.) P.Gaertn., B.Mey. & Scherb.",Butterbur,,,,unchecked,b,Petasites hybridus,Vas_1447,NHMSYS0000461631,species,,N,N,Petasites,Asteraceae,Petasites hybridus subsp. hybridus;Petasites hybridus male;Petasites hybridus female,"Petasites hybridus subsp. hybridus (L.) P.Gaertn., B.Mey. & Scherb.;Petasites hybridus male;Petasites hybridus female",native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.yzx&class=TaxonInstance,
Petrorhagia nanteuilii,Petrorhagia nanteuilii,Petrorhagia nanteuilii,4,60,15,A,2cd4p9h.8ra,,(Burnat) P.W.Ball & Heywood,Childing Pink,,,,unchecked,b,Petrorhagia nanteuilii,Vas_1090.1,NHMSYS0000461635,species,,N,N,Petrorhagia,Caryophyllaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.8ra&class=TaxonInstance,
Petrorhagia prolifera,Petrorhagia prolifera,Petrorhagia prolifera,,,,A,2cd4p9h.c63,,(L.) P.W.Ball & Heywood,Proliferous Pink,,,,unchecked,b,Petrorhagia prolifera,Vas_1090.2,NHMSYS0000461636,species,,N,Ne,Petrorhagia,Caryophyllaceae,,,native or alien,native or alien,native or alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.c63&class=TaxonInstance,
Petroselinum crispum,Petroselinum crispum,Petroselinum crispum,,,,B,2cd4p9h.92s,,(Mill.) Nyman ex A.W.Hill,Garden Parsley,,,,unchecked,b,Petroselinum crispum,Vas_1449,NHMSYS0000461642,species,,A,Ar,Petroselinum,Apiaceae,Petroselinum crispum subsp. crispum;Petroselinum crispum subsp. foliosum;Petroselinum crispum subsp. tuberosum,"Petroselinum crispum subsp. crispum (Mill.) Nyman ex A.W.Hill;Petroselinum crispum subsp. foliosum (Alef.) Janch.;Petroselinum crispum subsp. tuberosum (Bernh, ) Janch.",archaeophyte,archaeophyte,archaeophyte,https://database.bsbi.org/object.php?entityid=2cd4p9h.92s&class=TaxonInstance,
Sison segetum,Petroselinum segetum,Petroselinum segetum,,,,B,2cd4p9h.5g9,,(L.) W.D.J.Koch,Corn Parsley,,,,unchecked,b,Petroselinum segetum,Vas_1450,NHMSYS0000461643,species,,N,N,Petroselinum,Apiaceae,,,native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5g9&class=TaxonInstance,
Peucedanum officinale,Peucedanum officinale,Peucedanum officinale,,,,P,2cd4p9h.1kf,,L.,Hog's Fennel,,,,unchecked,b,Peucedanum officinale,Vas_1451,NBNSYS0000003706,species,,N,N,Peucedanum,Apiaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.1kf&class=TaxonInstance,
Peucedanum ostruthium,Peucedanum ostruthium,Peucedanum ostruthium,,,,P,2cd4p9h.vqa,,(L.) W.D.J.Koch,Masterwort,Imperatoria ostruthium,L.,2cd4p9h.7mm2y7,unchecked,b,Peucedanum ostruthium,Vas_1452,NHMSYS0000461648,species,,A,Ar,Peucedanum,Apiaceae,,,archaeophyte (inferred),archaeophyte (inferred),archaeophyte (inferred),https://database.bsbi.org/object.php?entityid=2cd4p9h.vqa&class=TaxonInstance,
Thysselinum palustre,Peucedanum palustre,Peucedanum palustre,,,,B,2cd4p9h.930,,(L.) Moench,Milk-parsley,Thyselium palustre,(L.) Raf.,2cd4p9h.83ng55,unchecked,b,Peucedanum palustre,Vas_1453,NBNSYS0000003707,species,,N,N,Peucedanum,Apiaceae,,,native (inferred),native (inferred),native (inferred),https://database.bsbi.org/object.php?entityid=2cd4p9h.930&class=TaxonInstance,
Phalaris arundinacea,Phalaris arundinacea,Phalaris arundinacea,4,28,7,P,2cd4p9h.5gc,,L.,Reed Canary-grass,,,,confirmed,b,Phalaris arundinacea,Vas_1454,NBNSYS0000002669,species,,N,N,Phalaris,Poaceae,Phalaris arundinacea var. arundinacea;Phalaris arundinacea 'Variegata';Phalaris arundinacea var. picta;Phalaris arundinacea cv.,Phalaris arundinacea var. arundinacea L.;Phalaris arundinacea 'Variegata';Phalaris arundinacea var. picta L.;Phalaris arundinacea cv.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5gc&class=TaxonInstance,
Phegopteris connectilis,Phegopteris connectilis,Phegopteris connectilis,,,,P,2cd4p9h.x7e,,(Michx.) Watt,Beech Fern,,,,confirmed,b,Phegopteris connectilis,Vas_2053,NHMSYS0000461665,species,,N,N,Phegopteris,Thelypteridaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.x7e&class=TaxonInstance,
Phleum alpinum,Phleum alpinum,Phleum alpinum,4,28,7,P,2cd4p9h.936,,L.,Alpine Cat's-tail,,,,confirmed,b,Phleum alpinum,Vas_1460,NBNSYS0000002652,species,,N,N,Phleum,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.936&class=TaxonInstance,
Phleum arenarium,Phleum arenarium,Phleum arenarium,2,14,7,A,2cd4p9h.xst,,L.,Sand Cat's-tail,,,,confirmed,b,Phleum arenarium,Vas_1459,NBNSYS0000002654,species,,N,N,Phleum,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.xst&class=TaxonInstance,
Phleum bertolonii,Phleum bertolonii,Phleum bertolonii,,,,P,2cd4p9h.fw8,,DC.,Smaller Cat's-tail,,,,confirmed,b,Phleum bertolonii,Vas_1461,NBNSYS0000002650,species,,N,N,Phleum,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fw8&class=TaxonInstance,
Phleum phleoides,Phleum phleoides,Phleum phleoides,2,14,7,P,2cd4p9h.1kx,,(L.) H.Karst.,Purple-stem Cat's-tail,,,,confirmed,b,Phleum phleoides,Vas_1462,NHMSYS0000461023,species,,N,N,Phleum,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.1kx&class=TaxonInstance,
Phleum pratense,Phleum pratense,Phleum pratense,6,42,7,P,2cd4p9h.fwb,s.s.,L.,Timothy,,,,confirmed,b,Phleum pratense,Vas_1463,NHMSYS0000461024,species,,N,N,Phleum,Poaceae,Phleum pratense subsp. pratense,Phleum pratense subsp. pratense L.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fwb&class=TaxonInstance,
Phragmites australis,Phragmites australis,Phragmites australis,4,48,12,P,2cd4p9h.fwh,,(Cav.) Trin. ex Steud.,Common Reed,,,,confirmed,b,Phragmites australis,Vas_1465,NHMSYS0000461214,species,,N,N,Phragmites,Poaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fwh&class=TaxonInstance,
Phyllodoce caerulea,Phyllodoce caerulea,Phyllodoce caerulea,,,,P,2cd4p9h.y15,,(L.) Bab.,Blue Heath,,,,unchecked,b,Phyllodoce caerulea,Vas_1467,NBNSYS0000003893,species,,N,N,Phyllodoce,Ericaceae,Phyllodoce caerulea 'Murray Lyon',Phyllodoce caerulea 'Murray Lyon',native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.y15&class=TaxonInstance,
Physospermum cornubiense,Physospermum cornubiense,Physospermum cornubiense,,,,P,2cd4p9h.t7,,(L.) DC.,Bladderseed,,,,unchecked,b,Physospermum cornubiense,Vas_616,NBNSYS0000003654,species,,N,N,Physospermum,Apiaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.t7&class=TaxonInstance,
Phyteuma orbiculare,Phyteuma orbiculare,Phyteuma orbiculare,2,22,11,P,2cd4p9h.5gv,,L.,Round-headed Rampion,,,,unchecked,b,Phyteuma orbiculare,Vas_1469,NBNSYS0000004295,species,,N,N,Phyteuma,Campanulaceae,Phyteuma orbiculare subsp. tenerum,Phyteuma orbiculare subsp. tenerum (Rich.Schulz) P.D.Sell,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.5gv&class=TaxonInstance,
Phyteuma spicatum,Phyteuma spicatum,Phyteuma spicatum,,,,P,2cd4p9h.7p7,,L.,Spiked Rampion,,,,unchecked,b,Phyteuma spicatum,Vas_1468,NBNSYS0000004296,species,,N,N,Phyteuma,Campanulaceae,Phyteuma spicatum subsp. spicatum;Phyteuma spicatum subsp. coeruleum,Phyteuma spicatum subsp. spicatum L.;Phyteuma spicatum subsp. coeruleum Rich.Schulz,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.7p7&class=TaxonInstance,
Picris hieracioides,Picris hieracioides,Picris hieracioides,2,10,5,P,2cd4p9h.vqd,,L.,Hawkweed Oxtongue,,,,unchecked,b,Picris hieracioides,Vas_1472,NBNSYS0000004526,species,,N,N,Picris,Asteraceae,Picris hieracioides subsp. grandiflora;Picris hieracioides subsp. villarsii;Picris hieracioides subsp. spinulosa;Picris hieracioides subsp. hieracioides,Picris hieracioides subsp. grandiflora (Ten.) Arcang.;Picris hieracioides subsp. villarsii (Jord.) Nyman;Picris hieracioides subsp. spinulosa (Bertol. ex Guss.) Arcang.;Picris hieracioides subsp. hieracioides L.,native,alien,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.vqd&class=TaxonInstance,
Pilosella officinarum,Pilosella officinarum,Pilosella officinarum,2,18,9,P,2cd4p9h.8p6,,F.W.Schultz & Sch.Bip.,Mouse-ear-hawkweed,,,,unchecked,b,Pilosella officinarum,Vas_976,NHMSYS0000461280,species,,N,N,Pilosella,Asteraceae,Pilosella officinarum subsp. pilosella;Pilosella officinarum subsp. euronota;Pilosella officinarum subsp. melanops;Pilosella officinarum subsp. micradenia;Pilosella officinarum subsp. tricholepia;Pilosella officinarum subsp. trichoscapa;Pilosella officinarum subsp. trichosoma;Pilosella officinarum subsp. officinarum,Pilosella officinarum subsp. pilosella;Pilosella officinarum subsp. euronota (Nägeli & Peter) P.D.Sell & C.West;Pilosella officinarum subsp. melanops (Peter) P.D.Sell & C.West;Pilosella officinarum subsp. micradenia (Nägeli & Peter) P.D.Sell & C.West;Pilosella officinarum subsp. tricholepia (Nägeli & Peter) P.D.Sell & C.West;Pilosella officinarum subsp. trichoscapa (Nägeli & Peter) P.D.Sell & C.West;Pilosella officinarum subsp. trichosoma (Peter) P.D.Sell & C.West;Pilosella officinarum subsp. officinarum F.W.Schultz & Sch.Bip.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.8p6&class=TaxonInstance,
Pilosella peleteriana,Pilosella peleteriana,Pilosella peleteriana,2,18,9,P,2cd4p9h.mwp,,(Mérat) F.W.Schultz & Sch.Bip.,Shaggy Mouse-ear-hawkweed,,,,unchecked,b,Pilosella peleteriana,Vas_3144,NHMSYS0000461676,species,,N,N,Pilosella,Asteraceae,Pilosella peleteriana subsp. tenuiscapa;Pilosella peleteriana subsp. subpeleteriana;Pilosella peleteriana subsp. peleteriana,Pilosella peleteriana subsp. tenuiscapa (Pugsley) P.D.Sell & C.West;Pilosella peleteriana subsp. subpeleteriana (Nägeli & Peter) P.D.Sell;Pilosella peleteriana subsp. peleteriana (Mérat) F.W.Schultz & Sch.Bip.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.mwp&class=TaxonInstance,
Pilularia globulifera,Calamistrum globuliferum,Pilularia globulifera,,,,P,2cd4p9h.v4h,,L.,Pillwort,,,,confirmed,b,Pilularia globulifera,Vas_1474,NBNSYS0000002089,species,,N,N,Pilularia,Marsileaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.v4h&class=TaxonInstance,
Pimpinella major,Pimpinella major,Pimpinella major,2,18,9,P,2cd4p9h.vqg,,(L.) Huds.,Greater Burnet-saxifrage,,,,unchecked,b,Pimpinella major,Vas_1475,NHMSYS0000461691,species,,N,N,Pimpinella,Apiaceae,Pimpinella major var. dissecta;Pimpinella major var. major,Pimpinella major var. dissecta (Lej.) Fiori & Paol.;Pimpinella major var. major (L.) Huds.,native,native,alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.vqg&class=TaxonInstance,
Pimpinella saxifraga,Pimpinella saxifraga,Pimpinella saxifraga,,,,P,2cd4p9h.1x2,,L.,Burnet-saxifrage,,,,unchecked,b,Pimpinella saxifraga,Vas_1476,NBNSYS0000003682,species,,N,N,Pimpinella,Apiaceae,Pimpinella saxifraga subsp. saxifraga;Pimpinella saxifraga subsp. alpestris;Pimpinella saxifraga subsp. nigra;Pimpinella saxifraga var. saxifraga x var. dissecta,Pimpinella saxifraga subsp. saxifraga L.;Pimpinella saxifraga subsp. alpestris (Spreng.) Schult.;Pimpinella saxifraga subsp. nigra (Mill.) Gaudin;Pimpinella saxifraga var. saxifraga x var. dissecta,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.1x2&class=TaxonInstance,
Pinguicula alpina,Pinguicula alpina,Pinguicula alpina,,,,P,2cd4p9h.4am,,L.,Alpine Butterwort,,,,unchecked,b,Pinguicula alpina,Vas_1477,NBNSYS0000004183,species,,N,?N,Pinguicula,Lentibulariaceae,,,native or alien,native or alien,native or alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.4am&class=TaxonInstance,
Pinguicula lusitanica,Pinguicula lusitanica,Pinguicula lusitanica,2,12,11,P,2cd4p9h.yzz,,L.,Pale Butterwort,,,,unchecked,b,Pinguicula lusitanica,Vas_1480,NBNSYS0000004182,species,,N,N,Pinguicula,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.yzz&class=TaxonInstance,
Pinguicula vulgaris,Pinguicula vulgaris,Pinguicula vulgaris,,,,P,2cd4p9h.p02,,L.,Common Butterwort,,,,unchecked,b,Pinguicula vulgaris,Vas_1481,NBNSYS0000004184,species,,N,N,Pinguicula,Lentibulariaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p02&class=TaxonInstance,
Pinus sylvestris,Pinus sylvestris,Pinus sylvestris,,,,P,2cd4p9h.fwn,,L.,Scots Pine,,,,confirmed,b,Pinus sylvestris,Vas_1484,NBNSYS0000004629,species,,N,Ne,Pinus,Pinaceae,Pinus sylvestris subsp. scotica;Pinus sylvestris 'Aurea';Pinus sylvestris 'Beuvronensis';Pinus sylvestris f. fastigiata;Pinus sylvestris subsp. sylvestris;Pinus sylvestris 'Watereri',Pinus sylvestris subsp. scotica (P.K.Schott) E.F.Warb.;Pinus sylvestris 'Aurea';Pinus sylvestris 'Beuvronensis';Pinus sylvestris f. fastigiata (Carrière) Beissn.;Pinus sylvestris subsp. sylvestris L.;Pinus sylvestris 'Watereri',native,alien,alien,https://database.bsbi.org/object.php?entityid=2cd4p9h.fwn&class=TaxonInstance,
Plantago coronopus,Plantago coronopus,Plantago coronopus,2,10,5,B,2cd4p9h.p05,,L.,Buck's-horn Plantain,,,,unchecked,b,Plantago coronopus,Vas_1485,NBNSYS0000004277,species,,N,N,Plantago,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p05&class=TaxonInstance,
Plantago lanceolata,Plantago lanceolata,Plantago lanceolata,2,12,6,P,2cd4p9h.1xk,,L.,Ribwort Plantain,,,,unchecked,b,Plantago lanceolata,Vas_1487,NBNSYS0000004275,species,,N,N,Plantago,Plantaginaceae,Plantago lanceolata var. angustifolia;Plantago lanceolata var. bakeri;Plantago lanceolata var. lanceolata;Plantago lanceolata var. latifolia;Plantago lanceolata var. pusilla,Plantago lanceolata var. angustifolia Poir. ex Lam.;Plantago lanceolata var. bakeri C.E.Salmon;Plantago lanceolata var. lanceolata L.;Plantago lanceolata var. latifolia Wimm. & Grab.;Plantago lanceolata var. pusilla Baumg.,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.1xk&class=TaxonInstance,
Plantago major,Plantago major,Plantago major,2,12,6,P,2cd4p9h.p08,,L.,Greater Plantain,,,,unchecked,b,Plantago major,Vas_1488,NBNSYS0000004273,species,,N,N,Plantago,Plantaginaceae,Plantago major subsp. major;Plantago major subsp. intermedia,Plantago major subsp. major L.;Plantago major subsp. intermedia (Gilib.) Lange,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.p08&class=TaxonInstance,
Plantago maritima,Plantago maritima,Plantago maritima,2,12,6,P,2cd4p9h.fwt,,L.,Sea Plantain,,,,unchecked,b,Plantago maritima,Vas_1489,NBNSYS0000004276,species,,N,N,Plantago,Plantaginaceae,,,native,native,native,https://database.bsbi.org/object.php?entityid=2cd4p9h.fwt&class=TaxonInstance,
